Abbiategrasso,http://www.comuni-italiani.it/015/002/index.html,sportellocittadino@comune.abbiategrasso.mi.it,32.565,http://www.comune.abbiategrasso.mi.it/
Albairate,http://www.comuni-italiani.it/015/005/index.html,info@comune.albairate.mi.it,4.708,http://www.comune.albairate.mi.it/
Arconate,http://www.comuni-italiani.it/015/007/index.html,segreteria@comune.arconate.mi.it,6.700,http://www.comune.arconate.mi.it/
Arese,http://www.comuni-italiani.it/015/009/index.html,info@comune.arese.mi.it,19.248,http://www.comune.arese.mi.it/
Arluno,http://www.comuni-italiani.it/015/010/index.html,segreteria@comune.arluno.mi.it,11.909,http://www.comune.arluno.mi.it/
Assago,http://www.comuni-italiani.it/015/011/index.html,,9.008,http://www.comune.assago.mi.it/
Baranzate,http://www.comuni-italiani.it/015/250/index.html,urp@comune.baranzate.mi.it,11.935,http://www.comune.baranzate.mi.it/
Bareggio,http://www.comuni-italiani.it/015/012/index.html,,17.364,http://www.comune.bareggio.mi.it/
Basiano,http://www.comuni-italiani.it/015/014/index.html,,3.674,
Basiglio,http://www.comuni-italiani.it/015/015/index.html,,7.846,http://www.comune.basiglio.mi.it/
Bellinzago Lombardo,http://www.comuni-italiani.it/015/016/index.html,,3.878,http://www.bellinzagolombardo.gov.it/
Bernate Ticino,http://www.comuni-italiani.it/015/019/index.html,info@comune.bernateticino.mi.it,3.076,http://www.comune.bernateticino.mi.it/
Besate,http://www.comuni-italiani.it/015/022/index.html,sindaco@comune.besate.mi.it,2.064,http://www.comune.besate.mi.it/
Binasco,http://www.comuni-italiani.it/015/024/index.html,sindaco@comunebinasco.it,7.251,http://www.comune.binasco.mi.it/
Boffalora Sopra Ticino,http://www.comuni-italiani.it/015/026/index.html,comune@boffaloranet.it,4.113,http://www.boffaloraticino.it/
Bollate,http://www.comuni-italiani.it/015/027/index.html,urp.quibollate@comune.bollate.mi.it,36.469,http://www.comune.bollate.mi.it/
Bresso,http://www.comuni-italiani.it/015/032/index.html,sindaco@bresso.net,26.285,http://www.comune.bresso.mi.it/
Bubbiano,http://www.comuni-italiani.it/015/035/index.html,segretario@comune.bubbiano.mi.it,2.401,http://www.comune.bubbiano.mi.it/
Buccinasco,http://www.comuni-italiani.it/015/036/index.html,sindaco@comune.buccinasco.mi.it,27.245,http://www.comune.buccinasco.mi.it/
Buscate,http://www.comuni-italiani.it/015/038/index.html,urpbuscate@comune.buscate.mi.it,4.760,http://www.comune.buscate.mi.it/
Bussero,http://www.comuni-italiani.it/015/040/index.html,info@comune.bussero.mi.it,8.506,http://www.comune.bussero.mi.it/
Busto Garolfo,http://www.comuni-italiani.it/015/041/index.html,sindaco@comune.bustogarolfo.mi.it,13.850,http://www.comune.bustogarolfo.mi.it/
Calvignasco,http://www.comuni-italiani.it/015/042/index.html,segreteria@comune.calvignasco.mi.it,1.209,http://www.comune.calvignasco.mi.it/
Cambiago,http://www.comuni-italiani.it/015/044/index.html,sindaco@comune.cambiago.mi.it,6.906,http://www.comune.cambiago.mi.it/
Canegrate,http://www.comuni-italiani.it/015/046/index.html,demografici@comune.canegrate.mi.it,12.523,http://www.comune.canegrate.mi.it/
Carpiano,http://www.comuni-italiani.it/015/050/index.html,sindaco@comune.carpiano.mi.it,4.123,http://www.comune.carpiano.mi.it/
Carugate,http://www.comuni-italiani.it/015/051/index.html,sindaco@comune.carugate.mi.it,15.267,http://www.comune.carugate.mi.it/
Casarile,http://www.comuni-italiani.it/015/055/index.html,,4.081,http://www.comune.casarile.mi.it/
Casorezzo,http://www.comuni-italiani.it/015/058/index.html,,5.467,http://www.comune.casorezzo.mi.it/
Cassano d'Adda,http://www.comuni-italiani.it/015/059/index.html,info@comune.cassanodadda.mi.it,18.911,http://www.comune.cassanodadda.mi.it/
Cassina de' Pecchi,http://www.comuni-italiani.it/015/060/index.html,protocollo@comune.cassinadepecchi.mi.it,13.765,http://www.cassinadepecchi.gov.it/
Cassinetta di Lugagnano,http://www.comuni-italiani.it/015/061/index.html,,1.911,http://www.comune.cassinettadilugagnano.mi.it/
Castano Primo,http://www.comuni-italiani.it/015/062/index.html,,11.249,http://www.comune.castanoprimo.mi.it/
Cernusco sul Naviglio,http://www.comuni-italiani.it/015/070/index.html,urp@comune.cernuscosulnaviglio.mi.it,33.867,http://www.comune.cernuscosulnaviglio.mi.it/
Cerro al Lambro,http://www.comuni-italiani.it/015/071/index.html,,5.119,http://www.comune.cerroallambro.mi.it/
Cerro Maggiore,http://www.comuni-italiani.it/015/072/index.html,urp@cerromaggiore.org,15.224,http://www.comune.cerromaggiore.mi.it/
Cesano Boscone,http://www.comuni-italiani.it/015/074/index.html,,23.755,http://www.comune.cesano-boscone.mi.it/
Cesate,http://www.comuni-italiani.it/015/076/index.html,sindaco@comune.cesate.mi.it,14.278,http://www.comune.cesate.mi.it/
Cinisello Balsamo,http://www.comuni-italiani.it/015/077/index.html,info@comune.cinisello-balsamo.mi.it,75.659,http://www.comune.cinisello-balsamo.mi.it/
Cisliano,http://www.comuni-italiani.it/015/078/index.html,sindaco@comune.cisliano.mi.it,4.867,http://www.comune.cisliano.mi.it/
Cologno Monzese,http://www.comuni-italiani.it/015/081/index.html,urp@comune.colognomonzese.mi.it,47.751,http://www.comune.colognomonzese.mi.it/
Colturano,http://www.comuni-italiani.it/015/082/index.html,sindaco@comune.colturano.mi.it,2.079,http://www.comune.colturano.mi.it/
Corbetta,http://www.comuni-italiani.it/015/085/index.html,servizio.ced@comune.corbetta.mi.it,18.366,http://www.comune.corbetta.mi.it/
Cormano,http://www.comuni-italiani.it/015/086/index.html,comune.cormano@comune.cormano.mi.it,20.074,http://www.comune.cormano.mi.it/
Cornaredo,http://www.comuni-italiani.it/015/087/index.html,urp@comune.cornaredo.mi.it,20.499,http://www.comune.cornaredo.mi.it/
Corsico,http://www.comuni-italiani.it/015/093/index.html,,34.891,http://www.comune.corsico.mi.it/
Cuggiono,http://www.comuni-italiani.it/015/096/index.html,sindaco@comune.cuggiono.mi.it,8.266,http://www.comune.cuggiono.mi.it/
Cusago,http://www.comuni-italiani.it/015/097/index.html,segreteria@comune.cusago.mi.it,3.917,http://www.comune.cusago.mi.it/
Cusano Milanino,http://www.comuni-italiani.it/015/098/index.html,,18.768,http://www.comune.cusano-milanino.mi.it/
Dairago,http://www.comuni-italiani.it/015/099/index.html,segreteria@comune.dairago.mi.it,6.355,http://www.comune.dairago.mi.it/
Dresano,http://www.comuni-italiani.it/015/101/index.html,segreteria@comune.dresano.mi.it,3.036,http://www.comune.dresano.mi.it/
Gaggiano,http://www.comuni-italiani.it/015/103/index.html,comune@comune.gaggiano.mi.it,9.131,http://www.comune.gaggiano.mi.it/
Garbagnate Milanese,http://www.comuni-italiani.it/015/105/index.html,protocollo@comune.garbagnate-milanese.mi.it,27.226,http://www.comune.garbagnate-milanese.mi.it/
Gessate,http://www.comuni-italiani.it/015/106/index.html,segreteria@comune.gessate.mi.it,8.897,http://www.comune.gessate.mi.it/
Gorgonzola,http://www.comuni-italiani.it/015/108/index.html,info@comune.gorgonzola.mi.it,20.412,http://www.comune.gorgonzola.mi.it/
Grezzago,http://www.comuni-italiani.it/015/110/index.html,,3.040,http://www.comune.grezzago.mi.it/
Gudo Visconti,http://www.comuni-italiani.it/015/112/index.html,,1.658,http://www.gudo.it/
Inveruno,http://www.comuni-italiani.it/015/113/index.html,,8.608,http://www.comuneinveruno.it/
Inzago,http://www.comuni-italiani.it/015/114/index.html,urp@comune.inzago.mi.it,10.947,http://www.comune.inzago.mi.it/
Lacchiarella,http://www.comuni-italiani.it/015/115/index.html,posta@comune.lacchiarella.mi.it,8.964,http://www.comune.lacchiarella.mi.it/
Lainate,http://www.comuni-italiani.it/015/116/index.html,,25.754,http://www.comune.lainate.mi.it/
Legnano,http://www.comuni-italiani.it/015/118/index.html,info@legnano.org,60.259,http://www.legnano.org/
Liscate,http://www.comuni-italiani.it/015/122/index.html,,4.085,http://www.comune.liscate.mi.it/
Locate di Triulzi,http://www.comuni-italiani.it/015/125/index.html,comune@comune.locateditriulzi.mi.it,10.216,http://www.comune.locateditriulzi.mi.it/
Magenta,http://www.comuni-italiani.it/015/130/index.html,,23.845,http://www.comune.magenta.mi.it/
Magnago,http://www.comuni-italiani.it/015/131/index.html,info@comune.magnago.mi.it,9.248,http://www.comune.magnago.mi.it/
Marcallo con Casone,http://www.comuni-italiani.it/015/134/index.html,,6.254,http://www.marcallo.it/
Masate,http://www.comuni-italiani.it/015/136/index.html,,3.477,
Mediglia,http://www.comuni-italiani.it/015/139/index.html,sindaco@comune.mediglia.mi.it,12.198,http://www.comune.mediglia.mi.it/
Melegnano,http://www.comuni-italiani.it/015/140/index.html,protocollo@comune.melegnano.mi.it,17.940,http://www.comune.melegnano.mi.it/
Melzo,http://www.comuni-italiani.it/015/142/index.html,spaziocitta@comune.melzo.mi.it,18.518,http://www.comune.melzo.mi.it/
Mesero,http://www.comuni-italiani.it/015/144/index.html,segreteria@comunemesero.it,4.159,http://www.comune.mesero.mi.it/
Milano,http://www.comuni-italiani.it/015/146/index.html,stl.informagiovani@comune.milano.it,1.351.562,http://www.comune.milano.it/
Morimondo,http://www.comuni-italiani.it/015/150/index.html,ufficiosegreteria@comune.morimondo.mi.it,1.138,http://www.comune.morimondo.mi.it/
Motta Visconti,http://www.comuni-italiani.it/015/151/index.html,segreteria@comune.mottavisconti.mi.it,7.877,http://www.comune.mottavisconti.mi.it/
Nerviano,http://www.comuni-italiani.it/015/154/index.html,info@comune.nerviano.mi.it,17.270,http://www.comune.nerviano.mi.it/
Nosate,http://www.comuni-italiani.it/015/155/index.html,sindaco@comune.nosate.mi.it,682,http://www.comune.nosate.mi.it/
Novate Milanese,http://www.comuni-italiani.it/015/157/index.html,sindaco@comune.novate-milanese.mi.it,20.052,http://www.comune.novate-milanese.mi.it/
Noviglio,http://www.comuni-italiani.it/015/158/index.html,protocollo@comune.noviglio.mi.it,4.584,http://www.comune.noviglio.mi.it/
Opera,http://www.comuni-italiani.it/015/159/index.html,sindaco@comune.opera.mi.it,13.783,http://www.comune.opera.mi.it/
Ossona,http://www.comuni-italiani.it/015/164/index.html,municipio@comunediossona.it,4.288,http://www.comunediossona.it/
Ozzero,http://www.comuni-italiani.it/015/165/index.html,sindaco@comune.ozzero.mi.it,1.489,http://www.comune.ozzero.mi.it/
Paderno Dugnano,http://www.comuni-italiani.it/015/166/index.html,urp@comune.paderno-dugnano.mi.it,46.590,http://www.comune.paderno-dugnano.mi.it/
Pantigliate,http://www.comuni-italiani.it/015/167/index.html,,6.113,http://www.comune.pantigliate.mi.it/
