Agrate Brianza,http://www.comuni-italiani.it/108/001/index.html,urp@comune.agratebrianza.mi.it,15.463,http://www.comune.agratebrianza.mb.it/
Aicurzio,http://www.comuni-italiani.it/108/002/index.html,comune@comune.aicurzio.mb.it,2.099,http://www.comune.aicurzio.mb.it/
Albiate,http://www.comuni-italiani.it/108/003/index.html,protocollo@comune.albiate.mi.it,6.319,http://www.comune.albiate.mb.it/
Arcore,http://www.comuni-italiani.it/108/004/index.html,info@comune.arcore.mi.it,17.941,http://www.comune.arcore.mb.it/
Barlassina,http://www.comuni-italiani.it/108/005/index.html,posta@comunebarlassina.it,7.013,http://www.comune.barlassina.mb.it/
Bellusco,http://www.comuni-italiani.it/108/006/index.html,,7.360,http://www.comune.bellusco.mb.it/
Bernareggio,http://www.comuni-italiani.it/108/007/index.html,protocollo@comune.bernareggio.mb.it,11.050,http://www.comune.bernareggio.mb.it/
Besana in Brianza,http://www.comuni-italiani.it/108/008/index.html,urp@comunebesana.it,15.489,http://www.comune.besanainbrianza.mb.it/
Biassono,http://www.comuni-italiani.it/108/009/index.html,borgomastro@biassono.org,12.201,http://www.biassono.org/
Bovisio-Masciago,http://www.comuni-italiani.it/108/010/index.html,info@comune.bovisiomasciago.mb.it,16.885,http://www.comune.bovisiomasciago.mb.it/
Briosco,http://www.comuni-italiani.it/108/011/index.html,segreteria@comune.briosco.mi.it,6.020,http://www.comune.briosco.mb.it/
Brugherio,http://www.comuni-italiani.it/108/012/index.html,urp@comune.brugherio.mb.it,34.516,http://www.comune.brugherio.mb.it/
Burago di Molgora,http://www.comuni-italiani.it/108/013/index.html,,4.284,http://www.comune.buragodimolgora.mb.it/
Busnago,http://www.comuni-italiani.it/108/051/index.html,urp@comune.busnago.mb.it,6.750,http://www.comune.busnago.mb.it/
Camparada,http://www.comuni-italiani.it/108/014/index.html,segreteria@comunecamparada.it,2.065,http://www.comunecamparada.it/
Caponago,http://www.comuni-italiani.it/108/052/index.html,info@comune.caponago.mb.it,5.211,http://www.comune.caponago.mb.it/
Carate Brianza,http://www.comuni-italiani.it/108/015/index.html,urp@comune.caratebrianza.mb.it,17.860,http://www.comune.caratebrianza.mb.it/
Carnate,http://www.comuni-italiani.it/108/016/index.html,protocollo@comune.carnate.mb.it,7.278,http://www.comune.carnate.mb.it/
Cavenago di Brianza,http://www.comuni-italiani.it/108/017/index.html,comunicazione@comune.cavenagobrianza.mb.it,7.323,http://www.comune.cavenagobrianza.mb.it/
Ceriano Laghetto,http://www.comuni-italiani.it/108/018/index.html,urp@comune.cerianolaghetto.mi.it,6.519,http://www.ceriano-laghetto.org/
Cesano Maderno,http://www.comuni-italiani.it/108/019/index.html,urp@comune.cesano-maderno.mb.it,38.614,http://www.comune.cesano-maderno.mb.it/
Cogliate,http://www.comuni-italiani.it/108/020/index.html,,8.558,http://www.comune.cogliate.mb.it/
Concorezzo,http://www.comuni-italiani.it/108/021/index.html,urp@comune.concorezzo.mb.it,15.608,http://www.comune.concorezzo.mb.it/
Cornate d'Adda,http://www.comuni-italiani.it/108/053/index.html,urp@comune.cornatedadda.mi.it,10.729,http://www.comune.cornatedadda.mb.it/
Correzzana,http://www.comuni-italiani.it/108/022/index.html,protocollo@comunecorezzana.it,2.977,http://www.comune.correzzana.mb.it/
Desio,http://www.comuni-italiani.it/108/023/index.html,sindaco@comune.desio.mb.it,42.031,http://www.comune.desio.mb.it/
Giussano,http://www.comuni-italiani.it/108/024/index.html,urp@comune.giussano.mb.it,25.863,http://www.comune.giussano.mb.it/
Lazzate,http://www.comuni-italiani.it/108/025/index.html,sindaco@lazzate.com,7.803,http://www.lazzate.com/
Lentate sul Seveso,http://www.comuni-italiani.it/108/054/index.html,segreteria@comune.lentatesulseveso.mi.it,15.902,http://www.comune.lentatesulseveso.mb.it/
Lesmo,http://www.comuni-italiani.it/108/026/index.html,,8.448,http://www.comune.lesmo.mb.it/
Limbiate,http://www.comuni-italiani.it/108/027/index.html,sindaco@comune.limbiate.mi.it,35.316,http://www.comune.limbiate.mi.it/
Lissone,http://www.comuni-italiani.it/108/028/index.html,sindaco@comune.lissone.mi.it,45.233,http://www.comune.lissone.mi.it/
Macherio,http://www.comuni-italiani.it/108/029/index.html,urp@comune.concorezzo.mb.it,7.432,http://www.comune.macherio.mb.it/
Meda,http://www.comuni-italiani.it/108/030/index.html,posta@comune.meda.mi.it,23.387,http://www.comune.meda.mi.it/
Mezzago,http://www.comuni-italiani.it/108/031/index.html,serviziallapersona@comune.mezzago.mi.it,4.423,http://www.comune.mezzago.mb.it/
Misinto,http://www.comuni-italiani.it/108/032/index.html,sindaco@misinto.info,5.530,http://www.comune.misinto.mi.it/
Monza,http://www.comuni-italiani.it/108/033/index.html,sportelloalcittadino@comune.monza.it,122.955,http://www.comune.monza.it/
Muggiò,http://www.comuni-italiani.it/108/034/index.html,urp@comune.muggio.mb.it,23.490,http://www.comune.muggio.mb.it/
Nova Milanese,http://www.comuni-italiani.it/108/035/index.html,comune@novamilanese.it,23.275,http://www.comune.novamilanese.mi.it/
Ornago,http://www.comuni-italiani.it/108/036/index.html,sindaco@comune.ornago.mb.it,4.955,http://www.comune.ornago.mb.it/
Renate,http://www.comuni-italiani.it/108/037/index.html,,4.086,http://www.comune.renate.mb.it/
Roncello,http://www.comuni-italiani.it/108/055/index.html,info@comune.roncello.mb.it,4.568,http://www.comune.roncello.mb.it/
Ronco Briantino,http://www.comuni-italiani.it/108/038/index.html,sindacorb@comune.roncobriantino.mi.it,3.476,http://www.comune.roncobriantino.mb.it/
Seregno,http://www.comuni-italiani.it/108/039/index.html,staff.sindaco@seregno.info,44.962,http://www.comune.seregno.mi.it/
Seveso,http://www.comuni-italiani.it/108/040/index.html,protocollo@comune.seveso.mb.it,23.474,http://www.comune.seveso.mb.it/
Sovico,http://www.comuni-italiani.it/108/041/index.html,urp@comune.sovico.mi.it,8.347,http://www.comune.sovico.mi.it/
Sulbiate,http://www.comuni-italiani.it/108/042/index.html,comunedisulbiate@comune.sulbiate.mb.it,4.194,http://www.comune.sulbiate.mb.it/
Triuggio,http://www.comuni-italiani.it/108/043/index.html,urp@comune.triuggio.mb.it,8.842,http://www.comune.triuggio.mb.it/
Usmate Velate,http://www.comuni-italiani.it/108/044/index.html,protocollo@comune.usmatevelate.mi.it,10.211,http://www.comune.usmatevelate.mb.it/
Varedo,http://www.comuni-italiani.it/108/045/index.html,segreteriagenerale@comune.varedo.mi.it,13.335,http://www.comune.varedo.mi.it/
Vedano al Lambro,http://www.comuni-italiani.it/108/046/index.html,,7.609,http://www.comune.vedanoallambro.mb.it/
Veduggio con Colzano,http://www.comuni-italiani.it/108/047/index.html,,4.356,http://www.comune.veduggioconcolzano.mi.it/
Verano Brianza,http://www.comuni-italiani.it/108/048/index.html,segretario@comune.veranobrianza.mi.it,9.264,http://www.comune.veranobrianza.mb.it/
Villasanta,http://www.comuni-italiani.it/108/049/index.html,urp@comune.villasanta.mb.it,13.898,http://www.comune.villasanta.mb.it/
Vimercate,http://www.comuni-italiani.it/108/050/index.html,info@comune.vimercate.mb.it,26.062,http://www.comune.vimercate.mb.it/
,http://www.comuni-italiani.it/108/,,,http://www.provincia.mb.it/
,http://www.comuni-italiani.it/108/,,,http://www.provincia.mb.it/
