Adrara San Martino,http://www.comuni-italiani.it/016/001/index.html,segreteria.protocollo@adrarasm.bg.it
Adrara San Rocco,http://www.comuni-italiani.it/016/002/index.html,protocollo@comune.adrarasanrocco.bg.it
Albano Sant'Alessandro,http://www.comuni-italiani.it/016/003/index.html,info@comune.albano.bg.it
Albino,http://www.comuni-italiani.it/016/004/index.html,protocollo@albino.it
Algua,http://www.comuni-italiani.it/016/248/index.html,info@comune.algua.bg.it
Almenno San Bartolomeo,http://www.comuni-italiani.it/016/006/index.html,info@comune.almennosanbartolomeo.bergamo.it
Almenno San Salvatore,http://www.comuni-italiani.it/016/007/index.html,urp@comune.almenno-san-salvatore.bg.it
Alzano Lombardo,http://www.comuni-italiani.it/016/008/index.html,sindaco@comune.alzano.bg.it
Ambivere,http://www.comuni-italiani.it/016/009/index.html,urp@comune.ambivere.bg.it
Antegnate,http://www.comuni-italiani.it/016/010/index.html,sindaco@comune.antegnate.bg.it
Arcene,http://www.comuni-italiani.it/016/011/index.html,info@comune.arcene.bg.it
Ardesio,http://www.comuni-italiani.it/016/012/index.html,info@comune.ardesio.bg.it
Arzago d'Adda,http://www.comuni-italiani.it/016/013/index.html,amministratori@comune.arzago.bg.it
Averara,http://www.comuni-italiani.it/016/014/index.html,info@comune.averara.bg.it
Azzano San Paolo,http://www.comuni-italiani.it/016/016/index.html,sindaco@comuneazzanosanpaolo.gov.it
Azzone,http://www.comuni-italiani.it/016/017/index.html,info@comune.azzone.bg.it
Bagnatica,http://www.comuni-italiani.it/016/018/index.html,info@comunedibagnatica.it
Barbata,http://www.comuni-italiani.it/016/019/index.html,barbata@comune.barbata.bg.it
Bariano,http://www.comuni-italiani.it/016/020/index.html,sindaco.bariano@comune.bariano.bg.it
Barzana,http://www.comuni-italiani.it/016/021/index.html,sindaco@comune.barzana.bg.it
Bergamo,http://www.comuni-italiani.it/016/024/index.html,sindaco@comune.bg.it
Berzo San Fermo,http://www.comuni-italiani.it/016/025/index.html,info@comune.berzo-san-fermo.bg.it
Bianzano,http://www.comuni-italiani.it/016/026/index.html,info@comune.bianzano.bg.it
Blello,http://www.comuni-italiani.it/016/027/index.html,info@comune.blello.bg.it
Bolgare,http://www.comuni-italiani.it/016/028/index.html,protocollo@comune.bolgare.bg.gov.it
Boltiere,http://www.comuni-italiani.it/016/029/index.html,info@comune.boltiere.bg.it
Bonate Sopra,http://www.comuni-italiani.it/016/030/index.html,sindaco@comune.bonatesopra.bg.it
Bonate Sotto,http://www.comuni-italiani.it/016/031/index.html,urp@comune.bonate-sotto.bg.it
Borgo di Terzo,http://www.comuni-italiani.it/016/032/index.html,info@comune.borgo-di-terzo.bg.it
Bossico,http://www.comuni-italiani.it/016/033/index.html,uff.segreteria@comune.bossico.bg.it
